timestamp,task_id,step,drift_score,drift_velocity,vlm_forward_ms,acc_overhead_ms,threshold,intervention_active
1772314809.7353687,fleet_test_llava-v1.6-7b,0,0.0091,0.0091,73.77,79.58,0.075,0
1772314809.766941,fleet_test_llava-v1.6-7b,1,0.0082,-0.001,29.22,1.84,0.075,0
1772314809.7967887,fleet_test_llava-v1.6-7b,2,0.0036,-0.0045,27.66,1.74,0.075,0
1772314809.8265464,fleet_test_llava-v1.6-7b,3,0.0008,-0.0029,27.55,1.77,0.075,0
1772314809.856457,fleet_test_llava-v1.6-7b,4,0.004,0.0032,27.71,1.76,0.075,0
1772314809.889493,fleet_test_llava-v1.6-7b,5,0.0056,0.0016,30.59,1.99,0.075,0
1772314809.920476,fleet_test_llava-v1.6-7b,6,0.0036,-0.0019,28.66,1.85,0.075,0
1772314809.9504158,fleet_test_llava-v1.6-7b,7,0.0114,0.0078,27.76,1.74,0.075,0
1772314809.9802012,fleet_test_llava-v1.6-7b,8,0.0058,-0.0056,27.46,1.86,0.075,0
1772314810.0137913,fleet_test_llava-v1.6-7b,9,0.0014,-0.0044,31.27,1.88,0.075,0
