timestamp,task_id,step,drift_score,drift_velocity,vlm_forward_ms,acc_overhead_ms,threshold,intervention_active
1772306451.9579928,2619,0,0.0163,0.0163,612.63,601.8,0.075,0
1772306452.0039275,2619,1,0.0335,0.0171,21.55,24.0,0.075,0
1772306452.0478501,2619,2,0.0798,0.0463,20.42,23.21,0.075,1
1772306452.0908067,2619,3,0.0754,-0.0043,19.88,22.94,0.075,1
1772306452.1334124,2619,4,0.0783,0.0029,19.8,22.67,0.075,1
1772306452.1758833,2619,5,0.0747,-0.0036,19.81,22.51,0.075,0
1772306452.2183132,2619,6,0.1157,0.041,19.84,22.35,0.075,1
1772306452.2608652,2619,7,0.1238,0.0081,20.78,21.62,0.075,1
1772306452.303186,2619,8,0.1208,-0.003,19.89,22.27,0.075,1
1772306452.3456264,2619,9,0.1217,0.0008,19.95,22.35,0.075,1
1772306452.388043,2619,10,0.125,0.0033,19.89,22.37,0.075,1
1772306452.431966,2619,11,0.1194,-0.0056,19.67,24.12,0.075,1
1772306452.4743893,2619,12,0.1231,0.0037,19.82,22.46,0.075,1
1772306452.516767,2619,13,0.1203,-0.0029,20.27,21.95,0.075,1
1772306452.5592828,2619,14,0.1193,-0.0009,20.1,22.27,0.075,1
1772306452.6017647,2619,15,0.1181,-0.0012,19.76,22.58,0.075,1
1772306452.6443367,2619,16,0.1188,0.0007,19.82,22.61,0.075,1
1772306452.6868327,2619,17,0.1159,-0.0029,20.18,22.18,0.075,1
1772306452.7292593,2619,18,0.1197,0.0038,19.33,22.97,0.075,1
1772306452.771504,2619,19,0.117,-0.0027,19.59,22.53,0.075,1
1772306454.1375344,456,0,0.1167,0.1167,674.75,668.61,0.075,1
1772306454.1851006,456,1,0.1229,0.0062,21.2,26.17,0.075,1
1772306454.2310405,456,2,0.1224,-0.0005,19.92,25.88,0.075,1
1772306454.2756937,456,3,0.1161,-0.0063,19.58,24.95,0.075,1
1772306454.3199863,456,4,0.1203,0.0042,19.64,24.52,0.075,1
1772306454.364027,456,5,0.1193,-0.001,19.56,24.35,0.075,1
1772306454.408,456,6,0.1158,-0.0035,19.61,24.24,0.075,1
1772306454.453794,456,7,0.1199,0.0041,19.73,25.92,0.075,1
1772306454.4979403,456,8,0.1149,-0.005,20.35,23.63,0.075,1
1772306454.5421169,456,9,0.1149,-0.0,20.0,24.01,0.075,1
1772306454.586397,456,10,0.1196,0.0047,19.92,24.22,0.075,1
1772306454.6305816,456,11,0.1145,-0.0051,19.97,24.07,0.075,1
1772306454.6746716,456,12,0.1124,-0.0021,19.85,24.08,0.075,1
1772306454.7213936,456,13,0.1208,0.0084,27.75,18.8,0.075,1
1772306454.768338,456,14,0.116,-0.0047,30.04,16.71,0.075,1
1772306454.814529,456,15,0.1122,-0.0038,30.42,15.57,0.075,1
