timestamp,task_id,step,drift_score,drift_velocity,vlm_forward_ms,acc_overhead_ms,threshold,intervention_active
1772372822.253768,unknown,0,0.0092,0.0092,831.3,23.9,0.2,0
1772372822.3148234,unknown,1,0.0045,-0.0047,53.37,7.15,0.2,0
1772372822.370876,unknown,2,0.0059,0.0014,48.76,6.85,0.2,0
1772372822.4268684,unknown,3,0.0069,0.001,48.52,7.09,0.2,0
1772372822.4832125,unknown,4,0.006,-0.0008,48.4,7.56,0.2,0
1772372822.5391147,unknown,5,0.0075,0.0015,48.6,6.92,0.2,0
1772372822.6000028,unknown,6,0.0029,-0.0046,53.05,7.46,0.2,0
1772372822.6617343,unknown,7,0.0073,0.0044,54.14,7.15,0.2,0
1772372822.71983,unknown,8,0.0071,-0.0002,50.64,6.84,0.2,0
1772372822.7810085,unknown,9,0.0018,-0.0053,53.65,6.98,0.2,0
1772372822.8415108,unknown,10,0.0028,0.001,52.93,7.14,0.2,0
1772372822.8973176,unknown,11,0.0009,-0.002,48.49,6.92,0.2,0
1772372847.9529111,unknown,0,0.0068,0.0068,963.69,46.21,0.2,0
1772372848.0088725,unknown,1,0.0047,-0.0021,48.69,6.92,0.2,0
1772372848.0640228,unknown,2,0.0025,-0.0022,47.86,6.97,0.2,0
1772372858.5401416,unknown,0,0.0012,0.0012,58.73,7.13,0.2,0
1772372858.594635,unknown,1,0.0022,0.0009,48.1,6.08,0.2,0
1772372858.647962,unknown,2,0.0034,0.0013,46.25,6.76,0.2,0
1772372858.7004702,unknown,3,0.0064,0.0029,45.44,6.81,0.2,0
1772372858.7528436,unknown,4,0.0056,-0.0007,45.34,6.78,0.2,0
1772372858.8109412,unknown,5,0.006,0.0004,51.12,6.71,0.2,0
1772372858.8658037,unknown,6,0.0127,0.0067,47.19,7.38,0.2,0
1772372858.9181685,unknown,7,0.0036,-0.009,45.29,6.79,0.2,0
1772372858.9706097,unknown,8,0.0129,0.0093,45.38,6.8,0.2,0
1772372859.028012,unknown,9,0.0103,-0.0026,50.29,6.85,0.2,0
1772372859.082706,unknown,10,0.011,0.0007,47.57,6.85,0.2,0
1772372859.1354744,unknown,11,0.0104,-0.0006,45.65,6.8,0.2,0
1772372859.192052,unknown,12,0.0147,0.0043,49.59,6.72,0.2,0
1772372859.244729,unknown,13,0.0165,0.0018,45.6,6.82,0.2,0
1772372859.300801,unknown,14,0.0157,-0.0007,48.12,6.83,0.2,0
1772372859.353733,unknown,15,0.0236,0.0079,45.89,6.73,0.2,0
1772372859.4095163,unknown,16,0.0159,-0.0077,48.51,6.95,0.2,0
1772372859.4625137,unknown,17,0.0045,-0.0114,45.8,6.86,0.2,0
1772372859.5152233,unknown,18,0.0158,0.0113,45.7,6.71,0.2,0
1772372859.5680885,unknown,19,0.0223,0.0066,45.8,6.77,0.2,0
1772372859.620654,unknown,20,0.0161,-0.0063,45.5,6.8,0.2,0
1772372870.254334,unknown,0,0.0095,0.0095,438.45,25.55,0.2,0
1772372870.3076036,unknown,1,0.026,0.0165,46.07,6.84,0.2,0
1772372870.3603678,unknown,2,0.0185,-0.0075,45.17,7.3,0.2,0
1772372890.5738194,unknown,0,0.0092,0.0092,51.58,7.89,0.2,0
1772372890.6275837,unknown,1,0.0178,0.0086,46.1,6.78,0.2,0
1772372890.6803327,unknown,2,0.0205,0.0027,45.69,6.74,0.2,0
1772372890.7334645,unknown,3,0.0228,0.0023,46.14,6.73,0.2,0
1772372890.78923,unknown,4,0.0165,-0.0063,48.72,6.76,0.2,0
1772372890.8433688,unknown,5,0.0082,-0.0083,46.94,6.88,0.2,0
1772372890.8983018,unknown,6,0.0316,0.0234,47.84,6.76,0.2,0
1772372890.9514873,unknown,7,0.0068,-0.0247,46.07,6.8,0.2,0
1772372891.004452,unknown,8,0.0158,0.009,45.87,6.79,0.2,0
1772372891.0572853,unknown,9,0.0252,0.0094,45.75,6.8,0.2,0
1772372891.1100483,unknown,10,0.0142,-0.011,45.79,6.69,0.2,0
1772372891.1627724,unknown,11,0.0166,0.0024,45.62,6.82,0.2,0
1772372891.215479,unknown,12,0.0429,0.0263,45.61,6.85,0.2,0
1772372891.2681904,unknown,13,0.028,-0.0149,45.61,6.84,0.2,0
1772372902.948542,unknown,0,0.0294,0.0294,451.19,27.19,0.2,0
1772372903.0019698,unknown,1,0.0099,-0.0195,46.22,6.85,0.2,0
1772372903.0544596,unknown,2,0.0208,0.0108,45.33,6.86,0.2,0
1772372903.1076055,unknown,3,0.0122,-0.0085,46.03,6.81,0.2,0
1772372903.1629725,unknown,4,0.019,0.0067,48.07,6.93,0.2,0
1772372903.2168314,unknown,5,0.0135,-0.0055,46.62,6.88,0.2,0
1772372903.2705107,unknown,6,0.0256,0.0121,46.45,6.89,0.2,0
1772372903.3241017,unknown,7,0.0039,-0.0217,46.37,6.88,0.2,0
1772372903.3777854,unknown,8,0.0195,0.0157,46.52,6.85,0.2,0
1772372903.4314785,unknown,9,0.0149,-0.0046,46.59,6.8,0.2,0
1772372903.4850771,unknown,10,0.0017,-0.0132,46.43,6.83,0.2,0
1772372903.5395787,unknown,11,0.0204,0.0187,47.36,6.79,0.2,0
