timestamp,task_id,step,drift_score,drift_velocity,vlm_forward_ms,acc_overhead_ms,threshold,intervention_active
1772635653.7712083,320,0,0.0031,0.0031,306.6,15.45,0.0036,0
1772635653.8057103,320,1,0.0028,-0.0003,12.93,20.92,0.0036,0
1772635653.839649,320,2,0.0031,0.0002,12.7,20.94,0.0036,0
1772635653.8734806,320,3,0.0026,-0.0005,12.21,21.37,0.0036,0
1772635653.9073164,320,4,0.0019,-0.0007,12.16,21.42,0.0036,0
1772635653.941137,320,5,0.0023,0.0004,12.1,21.46,0.0036,0
1772635653.9746718,320,6,0.0022,-0.0001,12.18,21.12,0.0036,0
1772635654.0085647,320,7,0.0021,-0.0001,12.11,21.54,0.0036,0
1772635654.041958,320,8,0.0021,-0.0,12.46,20.67,0.0036,0
1772635654.0752118,320,9,0.0023,0.0003,12.14,20.88,0.0036,0
1772635654.1085277,320,10,0.002,-0.0003,12.23,20.83,0.0036,0
1772635654.1420283,320,11,0.0021,0.0,12.23,21.01,0.0036,0
1772635654.1753747,320,12,0.0018,-0.0002,12.73,20.37,0.0036,0
1772635654.2089143,320,13,0.0019,0.0,12.81,20.45,0.0036,0
1772635654.2424047,320,14,0.0017,-0.0002,12.42,20.79,0.0036,0
1772635654.2757518,320,15,0.0017,-0.0,12.25,20.86,0.0036,0
1772635654.3091965,320,16,0.0015,-0.0002,12.52,20.67,0.0036,0
1772635654.342583,320,17,0.0014,-0.0001,12.25,20.89,0.0036,0
1772635654.3759658,320,18,0.0014,-0.0001,12.31,20.84,0.0036,0
1772635654.4093945,320,19,0.0013,-0.0001,12.21,20.97,0.0036,0
1772635654.442752,320,20,0.0013,0.0,12.16,20.96,0.0036,0
1772635654.4760303,320,21,0.0011,-0.0002,12.18,20.87,0.0036,0
1772635654.5098977,320,22,0.0011,-0.0,12.16,21.48,0.0036,0
1772635654.5432715,320,23,0.0009,-0.0002,12.43,20.72,0.0036,0
1772635654.576677,320,24,0.0009,0.0,12.3,20.88,0.0036,0
1772635654.6101103,320,25,0.0008,-0.0002,12.24,20.95,0.0036,0
1772635654.6436186,320,26,0.0008,-0.0,13.47,19.74,0.0036,0
1772635654.677118,320,27,0.0007,-0.0001,12.44,20.79,0.0036,0
1772635654.710382,320,28,0.0006,-0.0001,12.17,20.87,0.0036,0
1772635654.7437747,320,29,0.0006,-0.0,12.21,20.96,0.0036,0
1772635654.7771947,320,30,0.0005,-0.0001,12.19,20.99,0.0036,0
